file,type,val1,val2,pval
wrong_true_all_10,doc_claimant,Scott Walker,Scott Morrison,0.0017889139955711841
wrong_true_all_10,doc_claimant,Scott Walker,Marcia Fudge,0.0017889139955711841
wrong_true_all_10,doc_claimant,Scott Walker,Hillary Clinton,0.0017889139955711841
wrong_true_all_10,doc_claimant,Scott Walker,George Brandis,0.0017889139955711841
wrong_true_all_10,doc_claimant,Scott Walker,Dennis Kucinich,0.0017889139955711841
wrong_true_all_10,doc_claimant,Scott Walker,Alan Grayson,0.0017889139955711841
wrong_true_all_10,doc_claimant,Scott Walker,Mitt Romney,0.0017889139955711841
wrong_true_all_10,doc_claimant,Scott Walker,Anthony Albanese,0.0017889139955711841
wrong_true_all_10,doc_claimant,Ron Desantis,Kevin Rudd,0.0026069222998946406
wrong_true_all_10,doc_claimant,Ron Desantis,Josh Mandel,
wrong_true_all_10,doc_claimant,Ron Desantis,Joe Hockey,
wrong_true_all_10,doc_claimant,Ron Desantis,Jason Isaac,
wrong_true_all_10,doc_claimant,Ron Desantis,Eric Cantor,
wrong_true_all_10,doc_claimant,Ron Desantis,Dean Cannon,
wrong_true_all_10,doc_claimant,Ron Desantis,Blue Oregon,
wrong_true_all_10,doc_claimant,Ron Desantis,Barack Obama,0.0602285451895782
wrong_true_all_10,doc_claimant,Ron Desantis,Tony Abbott,5.866542041677694e-08
wrong_true_all_10,doc_claimant,Ron Desantis,Chris Bowen,5.866542041677694e-08
wrong_true_all_10,doc_claimant,Ron Desantis,Barry O'Farrell,0.0017889139955711841
wrong_true_all_10,doc_claimant,Ron Desantis,Yvette Mcgee Brown,0.0017889139955711841
wrong_true_all_10,doc_claimant,Ron Desantis,Scott Morrison,0.0017889139955711841
wrong_true_all_10,doc_claimant,Ron Desantis,Marcia Fudge,0.0017889139955711841
wrong_true_all_10,doc_claimant,Ron Desantis,Hillary Clinton,0.0017889139955711841
wrong_true_all_10,doc_claimant,Ron Desantis,George Brandis,0.0017889139955711841
wrong_true_all_10,doc_claimant,Ron Desantis,Dennis Kucinich,0.0017889139955711841
wrong_true_all_10,doc_claimant,Ron Desantis,Alan Grayson,0.0017889139955711841
wrong_true_all_10,doc_claimant,Ron Desantis,Mitt Romney,0.0017889139955711841
wrong_true_all_10,doc_claimant,Ron Desantis,Anthony Albanese,0.0017889139955711841
wrong_true_all_10,doc_claimant,Kevin Rudd,Josh Mandel,0.0026069222998946406
wrong_true_all_10,doc_claimant,Kevin Rudd,Joe Hockey,0.0026069222998946406
wrong_true_all_10,doc_claimant,Kevin Rudd,Jason Isaac,0.0026069222998946406
wrong_true_all_10,doc_claimant,Kevin Rudd,Eric Cantor,0.0026069222998946406
wrong_true_all_10,doc_claimant,Kevin Rudd,Dean Cannon,0.0026069222998946406
wrong_true_all_10,doc_claimant,Kevin Rudd,Blue Oregon,0.0026069222998946406
wrong_true_all_10,doc_claimant,Kevin Rudd,Barack Obama,1.0
wrong_true_all_10,doc_claimant,Kevin Rudd,Tony Abbott,0.8129413324316968
wrong_true_all_10,doc_claimant,Kevin Rudd,Chris Bowen,0.8129413324316968
wrong_true_all_10,doc_claimant,Kevin Rudd,Barry O'Farrell,1.0
wrong_true_all_10,doc_claimant,Kevin Rudd,Yvette Mcgee Brown,1.0
wrong_true_all_10,doc_claimant,Kevin Rudd,Scott Morrison,1.0
wrong_true_all_10,doc_claimant,Kevin Rudd,Marcia Fudge,1.0
wrong_true_all_10,doc_claimant,Kevin Rudd,Hillary Clinton,1.0
wrong_true_all_10,doc_claimant,Kevin Rudd,George Brandis,1.0
wrong_true_all_10,doc_claimant,Kevin Rudd,Dennis Kucinich,1.0
wrong_true_all_10,doc_claimant,Kevin Rudd,Alan Grayson,1.0
wrong_true_all_10,doc_claimant,Kevin Rudd,Mitt Romney,1.0
wrong_true_all_10,doc_claimant,Kevin Rudd,Anthony Albanese,1.0
wrong_true_all_10,doc_claimant,Josh Mandel,Joe Hockey,
wrong_true_all_10,doc_claimant,Josh Mandel,Jason Isaac,
wrong_true_all_10,doc_claimant,Josh Mandel,Eric Cantor,
wrong_true_all_10,doc_claimant,Josh Mandel,Dean Cannon,
wrong_true_all_10,doc_claimant,Josh Mandel,Blue Oregon,
wrong_true_all_10,doc_claimant,Josh Mandel,Barack Obama,0.0602285451895782
wrong_true_all_10,doc_claimant,Josh Mandel,Tony Abbott,5.866542041677694e-08
wrong_true_all_10,doc_claimant,Josh Mandel,Chris Bowen,5.866542041677694e-08
wrong_true_all_10,doc_claimant,Josh Mandel,Barry O'Farrell,0.0017889139955711841
wrong_true_all_10,doc_claimant,Josh Mandel,Yvette Mcgee Brown,0.0017889139955711841
wrong_true_all_10,doc_claimant,Josh Mandel,Scott Morrison,0.0017889139955711841
wrong_true_all_10,doc_claimant,Josh Mandel,Marcia Fudge,0.0017889139955711841
wrong_true_all_10,doc_claimant,Josh Mandel,Hillary Clinton,0.0017889139955711841
wrong_true_all_10,doc_claimant,Josh Mandel,George Brandis,0.0017889139955711841
wrong_true_all_10,doc_claimant,Josh Mandel,Dennis Kucinich,0.0017889139955711841
wrong_true_all_10,doc_claimant,Josh Mandel,Alan Grayson,0.0017889139955711841
wrong_true_all_10,doc_claimant,Josh Mandel,Mitt Romney,0.0017889139955711841
wrong_true_all_10,doc_claimant,Josh Mandel,Anthony Albanese,0.0017889139955711841
wrong_true_all_10,doc_claimant,Joe Hockey,Jason Isaac,
wrong_true_all_10,doc_claimant,Joe Hockey,Eric Cantor,
wrong_true_all_10,doc_claimant,Joe Hockey,Dean Cannon,
wrong_true_all_10,doc_claimant,Joe Hockey,Blue Oregon,
wrong_true_all_10,doc_claimant,Joe Hockey,Barack Obama,0.0602285451895782
wrong_true_all_10,doc_claimant,Joe Hockey,Tony Abbott,5.866542041677694e-08
wrong_true_all_10,doc_claimant,Joe Hockey,Chris Bowen,5.866542041677694e-08
wrong_true_all_10,doc_claimant,Joe Hockey,Barry O'Farrell,0.0017889139955711841
wrong_true_all_10,doc_claimant,Joe Hockey,Yvette Mcgee Brown,0.0017889139955711841
wrong_true_all_10,doc_claimant,Joe Hockey,Scott Morrison,0.0017889139955711841
wrong_true_all_10,doc_claimant,Joe Hockey,Marcia Fudge,0.0017889139955711841
wrong_true_all_10,doc_claimant,Joe Hockey,Hillary Clinton,0.0017889139955711841
wrong_true_all_10,doc_claimant,Joe Hockey,George Brandis,0.0017889139955711841
wrong_true_all_10,doc_claimant,Joe Hockey,Dennis Kucinich,0.0017889139955711841
wrong_true_all_10,doc_claimant,Joe Hockey,Alan Grayson,0.0017889139955711841
wrong_true_all_10,doc_claimant,Joe Hockey,Mitt Romney,0.0017889139955711841
wrong_true_all_10,doc_claimant,Joe Hockey,Anthony Albanese,0.0017889139955711841
wrong_true_all_10,doc_claimant,Jason Isaac,Eric Cantor,
wrong_true_all_10,doc_claimant,Jason Isaac,Dean Cannon,
wrong_true_all_10,doc_claimant,Jason Isaac,Blue Oregon,
wrong_true_all_10,doc_claimant,Jason Isaac,Barack Obama,0.0602285451895782
wrong_true_all_10,doc_claimant,Jason Isaac,Tony Abbott,5.866542041677694e-08
wrong_true_all_10,doc_claimant,Jason Isaac,Chris Bowen,5.866542041677694e-08
wrong_true_all_10,doc_claimant,Jason Isaac,Barry O'Farrell,0.0017889139955711841
wrong_true_all_10,doc_claimant,Jason Isaac,Yvette Mcgee Brown,0.0017889139955711841
wrong_true_all_10,doc_claimant,Jason Isaac,Scott Morrison,0.0017889139955711841
wrong_true_all_10,doc_claimant,Jason Isaac,Marcia Fudge,0.0017889139955711841
wrong_true_all_10,doc_claimant,Jason Isaac,Hillary Clinton,0.0017889139955711841
wrong_true_all_10,doc_claimant,Jason Isaac,George Brandis,0.0017889139955711841
wrong_true_all_10,doc_claimant,Jason Isaac,Dennis Kucinich,0.0017889139955711841
wrong_true_all_10,doc_claimant,Jason Isaac,Alan Grayson,0.0017889139955711841
wrong_true_all_10,doc_claimant,Jason Isaac,Mitt Romney,0.0017889139955711841
wrong_true_all_10,doc_claimant,Jason Isaac,Anthony Albanese,0.0017889139955711841
wrong_true_all_10,doc_claimant,Eric Cantor,Dean Cannon,
wrong_true_all_10,doc_claimant,Eric Cantor,Blue Oregon,
wrong_true_all_10,doc_claimant,Eric Cantor,Barack Obama,0.0602285451895782
wrong_true_all_10,doc_claimant,Eric Cantor,Tony Abbott,5.866542041677694e-08
wrong_true_all_10,doc_claimant,Eric Cantor,Chris Bowen,5.866542041677694e-08
wrong_true_all_10,doc_claimant,Eric Cantor,Barry O'Farrell,0.0017889139955711841
wrong_true_all_10,doc_claimant,Eric Cantor,Yvette Mcgee Brown,0.0017889139955711841
wrong_true_all_10,doc_claimant,Eric Cantor,Scott Morrison,0.0017889139955711841
wrong_true_all_10,doc_claimant,Eric Cantor,Marcia Fudge,0.0017889139955711841
wrong_true_all_10,doc_claimant,Eric Cantor,Hillary Clinton,0.0017889139955711841
wrong_true_all_10,doc_claimant,Eric Cantor,George Brandis,0.0017889139955711841
wrong_true_all_10,doc_claimant,Eric Cantor,Dennis Kucinich,0.0017889139955711841
wrong_true_all_10,doc_claimant,Eric Cantor,Alan Grayson,0.0017889139955711841
wrong_true_all_10,doc_claimant,Eric Cantor,Mitt Romney,0.0017889139955711841
wrong_true_all_10,doc_claimant,Eric Cantor,Anthony Albanese,0.0017889139955711841
wrong_true_all_10,doc_claimant,Dean Cannon,Blue Oregon,
wrong_true_all_10,doc_claimant,Dean Cannon,Barack Obama,0.0602285451895782
wrong_true_all_10,doc_claimant,Dean Cannon,Tony Abbott,5.866542041677694e-08
wrong_true_all_10,doc_claimant,Dean Cannon,Chris Bowen,5.866542041677694e-08
wrong_true_all_10,doc_claimant,Dean Cannon,Barry O'Farrell,0.0017889139955711841
wrong_true_all_10,doc_claimant,Dean Cannon,Yvette Mcgee Brown,0.0017889139955711841
wrong_true_all_10,doc_claimant,Dean Cannon,Scott Morrison,0.0017889139955711841
wrong_true_all_10,doc_claimant,Dean Cannon,Marcia Fudge,0.0017889139955711841
wrong_true_all_10,doc_claimant,Dean Cannon,Hillary Clinton,0.0017889139955711841
wrong_true_all_10,doc_claimant,Dean Cannon,George Brandis,0.0017889139955711841
wrong_true_all_10,doc_claimant,Dean Cannon,Dennis Kucinich,0.0017889139955711841
wrong_true_all_10,doc_claimant,Dean Cannon,Alan Grayson,0.0017889139955711841
wrong_true_all_10,doc_claimant,Dean Cannon,Mitt Romney,0.0017889139955711841
wrong_true_all_10,doc_claimant,Dean Cannon,Anthony Albanese,0.0017889139955711841
wrong_true_all_10,doc_claimant,Blue Oregon,Barack Obama,0.0602285451895782
wrong_true_all_10,doc_claimant,Blue Oregon,Tony Abbott,5.866542041677694e-08
wrong_true_all_10,doc_claimant,Blue Oregon,Chris Bowen,5.866542041677694e-08
wrong_true_all_10,doc_claimant,Blue Oregon,Barry O'Farrell,0.0017889139955711841
wrong_true_all_10,doc_claimant,Blue Oregon,Yvette Mcgee Brown,0.0017889139955711841
wrong_true_all_10,doc_claimant,Blue Oregon,Scott Morrison,0.0017889139955711841
wrong_true_all_10,doc_claimant,Blue Oregon,Marcia Fudge,0.0017889139955711841
wrong_true_all_10,doc_claimant,Blue Oregon,Hillary Clinton,0.0017889139955711841
wrong_true_all_10,doc_claimant,Blue Oregon,George Brandis,0.0017889139955711841
wrong_true_all_10,doc_claimant,Blue Oregon,Dennis Kucinich,0.0017889139955711841
wrong_true_all_10,doc_claimant,Blue Oregon,Alan Grayson,0.0017889139955711841
wrong_true_all_10,doc_claimant,Blue Oregon,Mitt Romney,0.0017889139955711841
wrong_true_all_10,doc_claimant,Blue Oregon,Anthony Albanese,0.0017889139955711841
wrong_true_all_10,doc_claimant,Barack Obama,Tony Abbott,0.12289327168716657
wrong_true_all_10,doc_claimant,Barack Obama,Chris Bowen,0.12289327168716657
wrong_true_all_10,doc_claimant,Barack Obama,Barry O'Farrell,1.0
wrong_true_all_10,doc_claimant,Barack Obama,Yvette Mcgee Brown,1.0
wrong_true_all_10,doc_claimant,Barack Obama,Scott Morrison,1.0
wrong_true_all_10,doc_claimant,Barack Obama,Marcia Fudge,1.0
wrong_true_all_10,doc_claimant,Barack Obama,Hillary Clinton,1.0
wrong_true_all_10,doc_claimant,Barack Obama,George Brandis,1.0
wrong_true_all_10,doc_claimant,Barack Obama,Dennis Kucinich,1.0
wrong_true_all_10,doc_claimant,Barack Obama,Alan Grayson,1.0
wrong_true_all_10,doc_claimant,Barack Obama,Mitt Romney,1.0
wrong_true_all_10,doc_claimant,Barack Obama,Anthony Albanese,1.0
wrong_true_all_10,doc_claimant,Tony Abbott,Chris Bowen,
wrong_true_all_10,doc_claimant,Tony Abbott,Barry O'Farrell,
wrong_true_all_10,doc_claimant,Tony Abbott,Yvette Mcgee Brown,
wrong_true_all_10,doc_claimant,Tony Abbott,Scott Morrison,
wrong_true_all_10,doc_claimant,Tony Abbott,Marcia Fudge,
wrong_true_all_10,doc_claimant,Tony Abbott,Hillary Clinton,
wrong_true_all_10,doc_claimant,Tony Abbott,George Brandis,
wrong_true_all_10,doc_claimant,Tony Abbott,Dennis Kucinich,
wrong_true_all_10,doc_claimant,Tony Abbott,Alan Grayson,
wrong_true_all_10,doc_claimant,Tony Abbott,Mitt Romney,
wrong_true_all_10,doc_claimant,Tony Abbott,Anthony Albanese,
wrong_true_all_10,doc_claimant,Chris Bowen,Barry O'Farrell,
wrong_true_all_10,doc_claimant,Chris Bowen,Yvette Mcgee Brown,
wrong_true_all_10,doc_claimant,Chris Bowen,Scott Morrison,
wrong_true_all_10,doc_claimant,Chris Bowen,Marcia Fudge,
wrong_true_all_10,doc_claimant,Chris Bowen,Hillary Clinton,
wrong_true_all_10,doc_claimant,Chris Bowen,George Brandis,
wrong_true_all_10,doc_claimant,Chris Bowen,Dennis Kucinich,
wrong_true_all_10,doc_claimant,Chris Bowen,Alan Grayson,
wrong_true_all_10,doc_claimant,Chris Bowen,Mitt Romney,
wrong_true_all_10,doc_claimant,Chris Bowen,Anthony Albanese,
wrong_true_all_10,doc_claimant,Barry O'Farrell,Yvette Mcgee Brown,
wrong_true_all_10,doc_claimant,Barry O'Farrell,Scott Morrison,
wrong_true_all_10,doc_claimant,Barry O'Farrell,Marcia Fudge,
wrong_true_all_10,doc_claimant,Barry O'Farrell,Hillary Clinton,
wrong_true_all_10,doc_claimant,Barry O'Farrell,George Brandis,
wrong_true_all_10,doc_claimant,Barry O'Farrell,Dennis Kucinich,
wrong_true_all_10,doc_claimant,Barry O'Farrell,Alan Grayson,
wrong_true_all_10,doc_claimant,Barry O'Farrell,Mitt Romney,
wrong_true_all_10,doc_claimant,Barry O'Farrell,Anthony Albanese,
wrong_true_all_10,doc_claimant,Yvette Mcgee Brown,Scott Morrison,
wrong_true_all_10,doc_claimant,Yvette Mcgee Brown,Marcia Fudge,
wrong_true_all_10,doc_claimant,Yvette Mcgee Brown,Hillary Clinton,
wrong_true_all_10,doc_claimant,Yvette Mcgee Brown,George Brandis,
wrong_true_all_10,doc_claimant,Yvette Mcgee Brown,Dennis Kucinich,
wrong_true_all_10,doc_claimant,Yvette Mcgee Brown,Alan Grayson,
wrong_true_all_10,doc_claimant,Yvette Mcgee Brown,Mitt Romney,
wrong_true_all_10,doc_claimant,Yvette Mcgee Brown,Anthony Albanese,
wrong_true_all_10,doc_claimant,Scott Morrison,Marcia Fudge,
wrong_true_all_10,doc_claimant,Scott Morrison,Hillary Clinton,
wrong_true_all_10,doc_claimant,Scott Morrison,George Brandis,
wrong_true_all_10,doc_claimant,Scott Morrison,Dennis Kucinich,
wrong_true_all_10,doc_claimant,Scott Morrison,Alan Grayson,
wrong_true_all_10,doc_claimant,Scott Morrison,Mitt Romney,
wrong_true_all_10,doc_claimant,Scott Morrison,Anthony Albanese,
wrong_true_all_10,doc_claimant,Marcia Fudge,Hillary Clinton,
wrong_true_all_10,doc_claimant,Marcia Fudge,George Brandis,
wrong_true_all_10,doc_claimant,Marcia Fudge,Dennis Kucinich,
wrong_true_all_10,doc_claimant,Marcia Fudge,Alan Grayson,
wrong_true_all_10,doc_claimant,Marcia Fudge,Mitt Romney,
wrong_true_all_10,doc_claimant,Marcia Fudge,Anthony Albanese,
wrong_true_all_10,doc_claimant,Hillary Clinton,George Brandis,
wrong_true_all_10,doc_claimant,Hillary Clinton,Dennis Kucinich,
wrong_true_all_10,doc_claimant,Hillary Clinton,Alan Grayson,
wrong_true_all_10,doc_claimant,Hillary Clinton,Mitt Romney,
wrong_true_all_10,doc_claimant,Hillary Clinton,Anthony Albanese,
wrong_true_all_10,doc_claimant,George Brandis,Dennis Kucinich,
wrong_true_all_10,doc_claimant,George Brandis,Alan Grayson,
wrong_true_all_10,doc_claimant,George Brandis,Mitt Romney,
wrong_true_all_10,doc_claimant,George Brandis,Anthony Albanese,
wrong_true_all_10,doc_claimant,Dennis Kucinich,Alan Grayson,
wrong_true_all_10,doc_claimant,Dennis Kucinich,Mitt Romney,
wrong_true_all_10,doc_claimant,Dennis Kucinich,Anthony Albanese,
wrong_true_all_10,doc_claimant,Alan Grayson,Mitt Romney,
wrong_true_all_10,doc_claimant,Alan Grayson,Anthony Albanese,
wrong_true_all_10,doc_claimant,Mitt Romney,Anthony Albanese,
wrong_false_all_10,doc_claimant,Kevin Rudd,Joe Hockey,0.02362715884253348
wrong_false_all_10,doc_claimant,Kevin Rudd,Eric Cantor,0.03989163382686343
wrong_false_all_10,doc_claimant,Kevin Rudd,Barack Obama,0.03989163382686343
wrong_false_all_10,doc_claimant,Kevin Rudd,Tony Abbott,0.07499265744753981
wrong_false_all_10,doc_claimant,Kevin Rudd,Lena Taylor,1.0
wrong_false_all_10,doc_claimant,Kevin Rudd,Gina Raimondo,1.0
wrong_false_all_10,doc_claimant,Kevin Rudd,David Cicilline,1.0
wrong_false_all_10,doc_claimant,Kevin Rudd,Christopher Pyne,1.0
wrong_false_all_10,doc_claimant,Kevin Rudd,Chris Christie,1.0
wrong_false_all_10,doc_claimant,Kevin Rudd,Chris Bowen,1.0
wrong_false_all_10,doc_claimant,Kevin Rudd,Barry O'Farrell,1.0
wrong_false_all_10,doc_claimant,Kevin Rudd,Paul Hirschbiel,0.03989163382686343
wrong_false_all_10,doc_claimant,Kevin Rudd,Mitt Romney,0.03989163382686343
wrong_false_all_10,doc_claimant,Kevin Rudd,Michelle Rowland,0.03989163382686343
wrong_false_all_10,doc_claimant,Kevin Rudd,Mary Burke,0.03989163382686343
wrong_false_all_10,doc_claimant,Kevin Rudd,Graeme Zielinski,0.03989163382686343
wrong_false_all_10,doc_claimant,Kevin Rudd,Anthony Albanese,0.00037155552336530403
wrong_false_all_10,doc_claimant,Joe Hockey,Eric Cantor,
wrong_false_all_10,doc_claimant,Joe Hockey,Barack Obama,
wrong_false_all_10,doc_claimant,Joe Hockey,Tony Abbott,1.0
wrong_false_all_10,doc_claimant,Joe Hockey,Lena Taylor,0.0007027035578983576
wrong_false_all_10,doc_claimant,Joe Hockey,Gina Raimondo,0.0007027035578983576
wrong_false_all_10,doc_claimant,Joe Hockey,David Cicilline,0.0007027035578983576
wrong_false_all_10,doc_claimant,Joe Hockey,Christopher Pyne,0.670179227982993
wrong_false_all_10,doc_claimant,Joe Hockey,Chris Christie,0.0007027035578983576
wrong_false_all_10,doc_claimant,Joe Hockey,Chris Bowen,0.0007027035578983576
wrong_false_all_10,doc_claimant,Joe Hockey,Barry O'Farrell,0.0011848651139497455
wrong_false_all_10,doc_claimant,Joe Hockey,Paul Hirschbiel,
wrong_false_all_10,doc_claimant,Joe Hockey,Mitt Romney,
wrong_false_all_10,doc_claimant,Joe Hockey,Michelle Rowland,
wrong_false_all_10,doc_claimant,Joe Hockey,Mary Burke,
wrong_false_all_10,doc_claimant,Joe Hockey,Graeme Zielinski,
wrong_false_all_10,doc_claimant,Joe Hockey,Anthony Albanese,
wrong_false_all_10,doc_claimant,Eric Cantor,Barack Obama,
wrong_false_all_10,doc_claimant,Eric Cantor,Tony Abbott,1.0
wrong_false_all_10,doc_claimant,Eric Cantor,Lena Taylor,0.0011848651139497455
wrong_false_all_10,doc_claimant,Eric Cantor,Gina Raimondo,0.0011848651139497455
wrong_false_all_10,doc_claimant,Eric Cantor,David Cicilline,0.0011848651139497455
wrong_false_all_10,doc_claimant,Eric Cantor,Christopher Pyne,0.9439945960432572
wrong_false_all_10,doc_claimant,Eric Cantor,Chris Christie,0.0011848651139497455
wrong_false_all_10,doc_claimant,Eric Cantor,Chris Bowen,0.0011848651139497455
wrong_false_all_10,doc_claimant,Eric Cantor,Barry O'Farrell,0.001999992341114737
wrong_false_all_10,doc_claimant,Eric Cantor,Paul Hirschbiel,
wrong_false_all_10,doc_claimant,Eric Cantor,Mitt Romney,
wrong_false_all_10,doc_claimant,Eric Cantor,Michelle Rowland,
wrong_false_all_10,doc_claimant,Eric Cantor,Mary Burke,
wrong_false_all_10,doc_claimant,Eric Cantor,Graeme Zielinski,
wrong_false_all_10,doc_claimant,Eric Cantor,Anthony Albanese,
wrong_false_all_10,doc_claimant,Barack Obama,Tony Abbott,1.0
wrong_false_all_10,doc_claimant,Barack Obama,Lena Taylor,0.0011848651139497455
wrong_false_all_10,doc_claimant,Barack Obama,Gina Raimondo,0.0011848651139497455
wrong_false_all_10,doc_claimant,Barack Obama,David Cicilline,0.0011848651139497455
wrong_false_all_10,doc_claimant,Barack Obama,Christopher Pyne,0.9439945960432572
wrong_false_all_10,doc_claimant,Barack Obama,Chris Christie,0.0011848651139497455
wrong_false_all_10,doc_claimant,Barack Obama,Chris Bowen,0.0011848651139497455
wrong_false_all_10,doc_claimant,Barack Obama,Barry O'Farrell,0.001999992341114737
wrong_false_all_10,doc_claimant,Barack Obama,Paul Hirschbiel,
wrong_false_all_10,doc_claimant,Barack Obama,Mitt Romney,
wrong_false_all_10,doc_claimant,Barack Obama,Michelle Rowland,
wrong_false_all_10,doc_claimant,Barack Obama,Mary Burke,
wrong_false_all_10,doc_claimant,Barack Obama,Graeme Zielinski,
wrong_false_all_10,doc_claimant,Barack Obama,Anthony Albanese,
wrong_false_all_10,doc_claimant,Tony Abbott,Lena Taylor,0.002280057376241436
wrong_false_all_10,doc_claimant,Tony Abbott,Gina Raimondo,0.002280057376241436
wrong_false_all_10,doc_claimant,Tony Abbott,David Cicilline,0.002280057376241436
wrong_false_all_10,doc_claimant,Tony Abbott,Christopher Pyne,1.0
wrong_false_all_10,doc_claimant,Tony Abbott,Chris Christie,0.002280057376241436
