type,doc_statement,current_try,q_0_age_answer,q_0_school_answer,q_0_taxes_answer,q_0_political_views_answer,q_0_consideration_answer,q_0_southern_border_answer,q_0_environment_answer,q_1_farmers_value,q_2_marks_value,q_3_athletics_value,doc_index,doc_name,doc_date,doc_source,doc_overall-truthfulness_value,doc_confidence_value,doc_correctness_value,doc_neutrality_value,doc_comprehensibility_value,doc_precision_value,doc_completeness_value,doc_speaker's-trustworthiness_value,doc_informativeness_value,doc_accesses,url_speaksabout,fre,doc_time_elapsed,query_amount,response_position,selected_amount,sim_statem_query,sim_statem_resname,sim_statem_ressnip
correct_false_all,Kelly ODwyer says Australia has one of the highest per capita refugee intakes in the world,1.0,36-50 (1.67),4 year college/bachelor degree (2.33),"30,000 to less than 40,000 (2.67)",Liberal (3.00),Democrat (1.33),Disagree (0.00),Agree (1.67),correct value (0.67),correct value (0.67),wrong value (0.33),6.666666666666667,Liberal (1.00),2014.0,abc (0.00),-2.0,-1.0,-2.0,-0.3333333333333333,1.0,0.0,-1.0,-1.6666666666666667,-0.3333333333333333,1.0,1.0,80.62,109.00999999999999,1.3333333333333333,1.3333333333333333,1.0,0.7847222222222223,0.5714285714285714,0.9090909090909092
correct_false_all,Ninetyfour percent of small businesses will face higher taxes under the Democrats plan,1.0,36-50 (2.00),4 year college/bachelor degree (2.00),"30,000 to less than 40,000 (3.00)",Very liberal (4.00),Democrat (1.00),Disagree (0.00),Agree (2.00),wrong value (0.00),wrong value (0.00),wrong value (0.00),6.0,REP (0.00),2010.0,politifact (1.00),-2.0,-1.0,1.0,-1.0,1.0,2.0,-1.0,-2.0,1.0,1.0,1.0,58.28,128.56,1.0,9.0,1.0,0.8888888888888888,0.5,0.3333333333333333
correct_false_all,Of every three dollars in food stamps for the needy seven dollars in salaries and pensions go to the bureaucrats who are supposed to be taking care of the poor,1.0,26-35 (1.33),"Postgrad. or professional schooling, no degree (2.67)","30,000 to less than 40,000 (3.33)",Liberal (3.33),Democrat (1.00),Disagree (0.00),Agree (2.00),correct value (0.67),wrong value (0.33),wrong value (0.33),4.333333333333333,REP (0.00),2013.0,politifact (1.00),-2.0,0.3333333333333333,-2.0,-1.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,-1.0,-0.3333333333333333,1.0,1.0,66.41,379.3933333333334,1.3333333333333333,2.3333333333333335,1.3333333333333333,0.5479302832244008,0.3333333333333333,0.3412698412698412
correct_false_all,Says Barack Obama sold Chrysler to Italians who are going to build Jeeps in China at the cost of American jobs,1.0,36-50 (2.50),4 year college/bachelor degree (1.50),"50,000 to less than 75,000 (5.00)",Moderate (2.00),Republican (0.50),No opinion either way (1.00),No opinion either way (1.00),correct value (1.00),correct value (1.00),correct value (1.00),3.5,REP (0.00),2012.0,politifact (1.00),-2.0,1.0,-1.5,-2.0,1.0,1.0,0.0,1.0,-1.0,1.0,1.0,75.54,139.85,1.0,1.5,1.0,0.6133928571428572,0.23809523809523805,0.9230769230769231
correct_false_all,Says Mitt Romney backed a bill that outlaws all abortions even in cases of rape and incest,1.0,36-50 (2.00),Postgrad. or professional degree (etc.) (4.00),"100,000 to less than 150,000 (7.00)",Liberal (3.00),Independent (2.00),Disagree (0.00),Agree (2.00),correct value (1.00),correct value (1.00),wrong value (0.00),5.0,DEM (2.00),2012.0,politifact (1.00),-2.0,-1.0,-2.0,2.0,2.0,2.0,-2.0,1.0,-2.0,1.0,1.0,79.6,136.95,1.0,1.0,1.0,0.9545454545454546,0.4,0.8181818181818182
correct_false_all,Says Obamacare is the largest middleclass tax increase in history,1.0,36-50 (2.00),4 year college/bachelor degree (2.50),"40,000 to less than 50,000 (3.50)",Moderate (2.50),Republican (0.50),Disagree (0.00),Agree (2.00),correct value (1.00),wrong value (0.50),wrong value (0.50),8.5,REP (0.00),2012.0,politifact (1.00),-2.0,0.5,-1.0,-1.5,-0.5,-1.0,-0.5,-2.0,-1.0,1.0,1.0,61.33,61.005,1.0,1.5,1.0,0.4520833333333334,0.3,0.5714285714285714
correct_false_all,Tanya Plibersek says the last time there was only one woman in Cabinet was 1976,1.0,26-35 (1.00),Some college (etc.) (1.00),"20,000 to less than 30,000 (2.50)",Very liberal (4.00),Independent (1.50),Disagree (0.00),Agree (2.00),wrong value (0.50),wrong value (0.00),wrong value (0.00),9.5,Labor (3.00),2013.0,abc (0.00),-2.0,0.0,-2.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0,1.0,81.63,59.185,1.5,2.0,1.0,0.7531746031746032,0.375,0.7777777777777778
correct_false_all,The Labor Party has repeatedly claimed the Coalition needs to make cuts of 70 billion to vital services to balance the budget,1.0,36-50 (1.50),4 year college/bachelor degree (2.00),"30,000 to less than 40,000 (3.00)",Moderate (2.50),Republican (0.50),No opinion either way (1.00),Disagree (0.50),correct value (1.00),correct value (1.00),correct value (1.00),5.0,Labor (3.00),2013.0,abc (0.00),-2.0,-0.5,-1.5,-0.5,0.5,0.0,0.5,0.0,1.0,1.0,1.0,57.61,87.64500000000001,1.0,1.0,1.0,1.0,0.125,1.0
correct_false_all,The National Science Foundation spent 12 million paying seniors to play World of Warcraft to study the impact it had on their brain,1.0,26-35 (1.00),Some college (etc.) (0.75),"40,000 to less than 50,000 (4.00)",Liberal (2.75),Independent (1.75),Disagree (0.50),Agree (1.75),wrong value (0.50),wrong value (0.25),wrong value (0.50),5.0,REP (0.00),2013.0,politifact (1.00),-2.0,0.25,-2.0,-1.0,1.75,-0.25,-0.25,-1.75,0.0,1.5,1.0,65.05,112.1075,1.5,2.0,1.25,0.6477678571428572,0.2361111111111111,0.5192307692307693
correct_false_all,The WIC program is an incredibly cost effective program serving nearly 10 million Americans each year and costing less than 100 per person In my district more than 18 percent of residents suffer from food insecurity and depend on WIC to make ends meet,1.0,26-35 (1.00),Some college (etc.) (1.00),"30,000 to less than 40,000 (3.00)",Very liberal (4.00),Democrat (1.00),Disagree (0.00),Agree (2.00),correct value (1.00),wrong value (0.00),wrong value (0.00),10.0,DEM (2.00),2011.0,politifact (1.00),-2.0,-2.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,35.28,84.92,2.0,1.0,1.0,1.0,0.1666666666666666,0.0
correct_false_all,Tony Abbott says asylum seekers who come to Australia are attempting to break Australian law,1.0,26-35 (0.75),High school graduate or GED (etc.) (0.50),"20,000 to less than 30,000 (1.75)",Liberal (3.25),Democrat (1.25),Disagree (0.00),Agree (2.00),wrong value (0.50),wrong value (0.00),wrong value (0.25),5.25,Liberal (1.00),2014.0,abc (0.00),-2.0,-1.0,-2.0,-1.75,2.0,1.0,-1.0,-1.5,-1.75,1.0,1.0,64.71,90.0175,1.0,1.0,1.0,0.7901785714285714,0.5,0.8181818181818181
correct_false_all,Tony Abbott says marriage or marriagelike relationships have always been between a man and a woman,1.0,19-25 (0.00),4 year college/bachelor degree (2.00),"10,000 to less than 20,000 (1.00)",Liberal (3.00),Independent (2.00),Disagree (0.00),Agree (2.00),correct value (1.00),wrong value (0.00),wrong value (0.00),2.0,Liberal (1.00),2013.0,abc (0.00),-2.0,-2.0,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,1.0,1.0,55.24,50.35,1.0,1.0,1.0,0.525,0.4285714285714285,0.3333333333333333
correct_false_all,Tony Abbott says the carbon tax is partly to blame for the closure of Alcoas Point Henry aluminium smelter,1.0,26-35 (1.00),4 year college/bachelor degree (2.00),"30,000 to less than 40,000 (3.00)",Moderate (2.00),Independent (2.00),Disagree (0.00),Agree (2.00),correct value (1.00),wrong value (0.00),wrong value (0.00),0.0,Liberal (1.00),2014.0,abc (0.00),-2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,1.0,69.11,466.65,3.0,1.0,4.0,1.0,0.25,0.6153846153846154
correct_false_all,We left the country with net assets of 70 billion where if we are elected on the 7th of September we inherit debt going to 400 billion,1.0,19-25 (0.50),4 year college/bachelor degree (2.00),"40,000 to less than 50,000 (4.00)",Liberal (3.00),Democrat (1.00),Disagree (0.00),Agree (2.00),correct value (1.00),correct value (1.00),correct value (1.00),5.0,Liberal (1.00),2013.0,abc (0.00),-2.0,-1.0,-2.0,-2.0,-0.5,-0.5,-2.0,-2.0,-2.0,1.0,1.0,60.99,186.595,1.5,1.0,1.5,0.7619047619047619,0.0,0.9230769230769232
correct_false_all,When Josh Mandel claims to have accepted three debates with Sen Sherrod Brown he is lying He has accepted ZERO proposed debates,1.0,19-25 (0.00),4 year college/bachelor degree (2.50),"75,000 to less than 100,000 (5.50)",Liberal (3.00),Independent (2.50),Disagree (0.00),Agree (2.00),correct value (1.00),wrong value (0.50),wrong value (0.50),5.0,DEM (2.00),2012.0,politifact (1.00),-2.0,0.5,-2.0,-2.0,1.0,0.5,0.0,-1.5,-0.5,1.0,1.0,57.61,300.98,4.5,4.0,1.0,0.6785714285714286,0.7291666666666667,0.3928571428571428
correct_true_all,House Speaker Dean Cannon says that freshmen lawmakers account for onethird of the 120member House and that twothirds of the chamber have two years or less experience,1.0,19-25 (0.50),4 year college/bachelor degree (2.50),"20,000 to less than 30,000 (2.00)",Very liberal (3.50),Democrat (1.00),Disagree (0.00),Agree (2.00),wrong value (0.00),correct value (1.00),wrong value (0.00),5.0,REP (0.00),2010.0,politifact (1.00),2.0,-1.0,1.0,2.0,1.5,1.5,0.5,1.5,1.5,1.0,-1.0,60.99,72.34,1.5,4.0,1.0,0.5872229326513214,0.4583333333333333,0.1497326203208556
correct_true_all,Ilana Shafran Mandels stake in Forest City Enterprises constitutes significantly less than 1 percent of the companys shares and any implication of a conflict of interest is legally incorrect,1.0,36-50 (2.00),4 year college/bachelor degree (2.50),"20,000 to less than 30,000 (2.00)",Very conservative (0.00),Republican (0.00),Agree (1.50),Agree (2.00),wrong value (0.00),wrong value (0.00),wrong value (0.00),6.5,REP (0.00),2011.0,politifact (1.00),2.0,1.5,1.0,1.5,2.0,1.5,1.0,2.0,2.0,1.5,-1.0,25.12,89.995,1.0,2.0,1.0,0.0,0.0,0.0
correct_true_all,Says hes proposed the largest employer contribution to the Virginia Retirement System in history,1.0,26-35 (1.00),4 year college/bachelor degree (2.33),"30,000 to less than 40,000 (3.33)",Moderate (2.00),Republican (0.00),Agree (2.00),Agree (2.00),wrong value (0.00),wrong value (0.00),wrong value (0.33),7.333333333333333,REP (0.00),2012.0,politifact (1.00),2.0,1.0,1.6666666666666667,1.0,1.6666666666666667,0.6666666666666666,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.0,-1.0,31.89,64.67333333333333,1.0,1.6666666666666667,1.0,0.5499999999999999,0.5333333333333333,0.2333333333333333
correct_true_all,Wisconsin is 1 in the Midwest for personal income growth over the year,1.0,36-50 (2.00),Postgrad. or professional degree (etc.) (3.50),"75,000 to less than 100,000 (6.00)",Moderate (2.00),Republican (0.50),Agree (2.00),Agree (2.00),wrong value (0.00),wrong value (0.00),wrong value (0.00),3.5,REP (0.00),2014.0,politifact (1.00),2.0,1.0,2.0,1.0,1.5,0.0,2.0,1.5,1.0,1.0,-1.0,66.74,145.48499999999999,1.0,3.5,2.0,0.1145833333333333,0.0833333333333333,0.0833333333333333
correct_true_all,According to Wikipedia there are only five countries in the entire planet that are more unequal than the United States in the distribution of our wealth,1.0,26-35 (1.25),4 year college/bachelor degree (1.75),"40,000 to less than 50,000 (3.50)",Conservative (1.25),Republican (0.50),Agree (2.00),Agree (1.75),wrong value (0.25),wrong value (0.00),wrong value (0.25),5.25,DEM (2.00),2011.0,politifact (1.00),2.0,0.75,1.5,1.0,1.25,1.0,0.75,1.0,1.5,1.0,-0.75,62.01,74.575,1.0,5.75,1.25,0.40909090909090906,0.25,0.15909090909090906
correct_true_all,Opposition Leader Bill Shorten says the Coalition has broken its election promise that no school will be worse off than it would have been under Labors Gonski funding plans,1.0,36-50 (1.50),Postgrad. or professional degree (etc.) (4.00),"75,000 to less than 100,000 (6.00)",Liberal (3.00),Independent (2.00),Disagree (0.00),No opinion either way (1.00),wrong value (0.50),correct value (1.00),wrong value (0.00),8.0,Labor (3.00),2013.0,abc (0.00),2.0,1.5,1.5,0.0,2.0,2.0,1.5,1.5,2.0,1.5,0.0,58.96,52.375,1.0,1.0,1.5,0.59375,0.5333333333333333,0.625
correct_true_all,Queensland Opposition Leader Annastacia Palaszczuk says the jobless rate is the highest for 11 years There are almost 31000 more Queenslanders without a job since March 2012 She blames the LNP government,1.0,26-35 (1.00),4 year college/bachelor degree (2.00),"50,000 to less than 75,000 (5.00)",Liberal (3.00),Independent (1.50),Disagree (0.00),Agree (2.00),wrong value (0.50),wrong value (0.00),wrong value (0.50),5.5,Labor (3.00),2015.0,abc (0.00),2.0,1.0,1.5,0.0,2.0,1.5,1.5,2.0,1.5,1.0,0.0,47.46,161.19,2.0,1.5,1.5,0.5108225108225108,0.38095238095238093,0.1666666666666666
correct_true_all,Thirty per cent went home 30 per cent went to a country other than Australia and yes 40 per cent did come to Australia but the Prime Minister owes it to the Australian people to get his facts right,1.0,19-25 (0.50),4 year college/bachelor degree (2.00),"40,000 to less than 50,000 (4.00)",Conservative (1.00),Republican (0.50),Agree (2.00),Agree (2.00),wrong value (0.50),wrong value (0.00),wrong value (0.00),4.5,Liberal (1.00),2013.0,abc (0.00),2.0,1.5,1.5,2.0,1.0,1.5,2.0,1.5,1.5,1.0,0.0,65.73,77.125,1.0,2.5,1.0,0.5,0.0,0.2894736842105263
correct_true_all,Tony Abbott says some places in Queensland and NSW are experiencing a onceinaquartercentury or even a onceinacentury drought,1.0,26-35 (1.00),4 year college/bachelor degree (2.00),"40,000 to less than 50,000 (4.00)",Liberal (3.00),Democrat (1.00),Disagree (0.00),Agree (2.00),wrong value (0.00),wrong value (0.00),wrong value (0.00),1.0,Liberal (1.00),2014.0,abc (0.00),2.0,-2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,36.28,99.05,1.0,2.0,1.0,0.5909090909090909,0.4,0.1818181818181818
correct_true_all,Two years after the worst recession most of us have ever knowncorporate profits are up,2.0,36-50 (1.50),4 year college/bachelor degree (2.00),"40,000 to less than 50,000 (4.00)",Very conservative (0.50),Independent (1.50),No opinion either way (1.00),Agree (2.00),correct value (1.00),wrong value (0.00),wrong value (0.50),6.5,DEM (2.00),2011.0,politifact (1.00),2.0,1.5,2.0,1.5,1.5,2.0,1.5,2.0,1.5,2.0,0.0,64.71,56.82,1.5,1.5,2.5,0.32967032967032966,0.0,0.42857142857142855
correct_true_all,Anthony Albanese says the Governments new terror laws mean members of the media face potential penalties of five to 10 years jail for exposing what might be an error made by security agencies,1.3333333333333333,19-25 (0.33),"Postgrad. or professional schooling, no degree (3.00)","50,000 to less than 75,000 (4.67)",Moderate (2.00),Independent (1.67),No opinion either way (0.67),Agree (2.00),correct value (0.67),wrong value (0.33),correct value (0.67),6.333333333333333,Labor (3.00),2014.0,abc (0.00),2.0,0.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.0,1.6666666666666667,1.6666666666666667,0.3333333333333333,46.44,89.05666666666667,1.6666666666666667,3.3333333333333335,1.6666666666666667,0.5454545454545454,0.3095238095238095,0.1919504643962848
correct_true_all,Australias mum and dad investors selffunded retirees are facing a 16 billion a year slug to pay for Mr Abbotts expensive unaffordable unfair paid parental leave scheme,1.0,26-35 (1.00),4 year college/bachelor degree (2.33),"40,000 to less than 50,000 (4.00)",Moderate (1.67),Democrat (0.67),No opinion either way (1.33),Agree (2.00),wrong value (0.00),wrong value (0.00),correct value (0.67),6.0,Labor (3.00),2013.0,abc (0.00),2.0,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.0,1.0,2.0,1.3333333333333333,1.6666666666666667,1.0,0.3333333333333333,52.53,99.79666666666667,1.3333333333333333,4.0,1.0,0.3840852130325814,0.2638888888888889,0.0701754385964912
correct_true_all,Says the Portland Childrens Levy holds its administrative expenses to less than 5 percent,1.0,36-50 (2.00),4 year college/bachelor degree (2.00),"30,000 to less than 40,000 (2.67)",Liberal (3.33),Democrat (1.33),Disagree (0.00),No opinion either way (1.33),correct value (0.67),wrong value (0.33),wrong value (0.00),3.0,DEM (2.00),2012.0,politifact (1.00),2.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.0,0.3333333333333333,57.27,81.90333333333332,1.0,2.3333333333333335,1.0,0.4166666666666667,0.28571428571428564,0.40740740740740744
correct_true_all,George Brandis has asked the ACT not to give effect to its new samesex marriage laws until their constitutional validity is determined by the High Court,1.0,26-35 (1.00),4 year college/bachelor degree (2.00),"40,000 to less than 50,000 (3.50)",Moderate (2.00),Democrat (0.75),Disagree (0.50),Agree (2.00),wrong value (0.50),wrong value (0.25),wrong value (0.25),9.5,Liberal (1.00),2013.0,abc (0.00),2.0,0.5,1.25,0.0,1.0,0.5,0.5,1.5,1.5,1.0,0.5,53.55,66.3875,1.0,2.5,1.0,0.4744791666666667,0.3258928571428571,0.19999999999999998
correct_true_all,People have illegally entered Australia when theyve come without a valid visa,1.0,26-35 (1.25),4 year college/bachelor degree (2.00),"75,000 to less than 100,000 (5.50)",Moderate (2.50),Democrat (1.00),No opinion either way (1.00),Agree (2.00),wrong value (0.25),wrong value (0.50),wrong value (0.25),6.75,Liberal (1.00),2013.0,abc (0.00),2.0,-0.75,1.5,0.75,1.75,1.25,0.75,1.0,1.25,1.0,0.5,59.3,90.3425,1.25,3.25,1.25,0.5576583139083139,0.1339285714285714,0.6944444444444444
correct_true_all,In Cuyahoga County56 percent of weekend voters in 2008 were African American while adult African Americans comprise 28 percent of the county population,1.0,26-35 (0.86),4 year college/bachelor degree (2.00),"75,000 to less than 100,000 (5.57)",Liberal (3.14),Independent (1.57),Disagree (0.29),Agree (2.00),correct value (0.71),wrong value (0.43),wrong value (0.43),3.7142857142857144,DEM (2.00),2012.0,politifact (1.00),2.0,-0.14285714285714285,1.2857142857142858,1.4285714285714286,1.7142857142857142,1.7142857142857142,0.7142857142857143,1.1428571428571428,1.7142857142857142,1.0,0.5714285714285714,39.67,126.53714285714285,1.0,2.0,1.0,0.512734786897215,0.2426303854875283,0.3523809523809524
correct_true_all,The first professional baseball team was from an Ohio city,1.0,36-50 (1.80),4 year college/bachelor degree (1.60),"40,000 to less than 50,000 (4.20)",Moderate (2.00),Democrat (0.80),No opinion either way (1.20),Agree (2.00),wrong value (0.40),wrong value (0.20),wrong value (0.00),5.8,DEM (2.00),2010.0,politifact (1.00),2.0,1.8,2.0,1.4,1.2,1.6,1.0,1.6,1.6,1.0,0.6,78.25,60.374,1.0,2.6,1.2,0.7952380952380952,0.6666666666666667,0.7666666666666666
correct_true_all,Ohio companies export more goods and services globally than 41 other states,1.0,26-35 (1.33),High school graduate or GED (etc.) (0.00),"40,000 to less than 50,000 (4.00)",Liberal (3.33),Democrat (1.33),Disagree (0.00),Agree (2.00),wrong value (0.00),wrong value (0.00),wrong value (0.33),5.333333333333333,REP (0.00),2013.0,politifact (1.00),2.0,-1.3333333333333333,1.6666666666666667,0.6666666666666666,2.0,1.0,1.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.6666666666666666,59.29999999999999,115.44333333333334,1.3333333333333333,2.3333333333333335,1.0,0.725,0.14285714285714282,0.619047619047619
correct_true_all,Under this government the tax to GDP ratio has in the period weve been in office been an average of 227 per cent,1.0,26-35 (0.67),4 year college/bachelor degree (2.00),"40,000 to less than 50,000 (3.67)",Moderate (2.33),Democrat (1.33),Disagree (0.00),Agree (2.00),correct value (0.67),correct value (0.67),correct value (1.00),6.666666666666667,Labor (3.00),2013.0,abc (0.00),2.0,0.0,1.0,0.0,0.6666666666666666,0.6666666666666666,-0.3333333333333333,0.0,1.0,1.0,0.6666666666666666,65.05,161.54333333333332,2.0,1.0,1.0,0.6566026566026566,0.14285714285714282,0.5151515151515151
correct_true_all,Health insurance premiums have almost doubledsince 2000,1.0,26-35 (1.25),4 year college/bachelor degree (2.50),"40,000 to less than 50,000 (3.50)",Liberal (3.00),Democrat (1.00),Disagree (0.00),Agree (2.00),correct value (0.75),wrong value (0.50),wrong value (0.50),3.0,DEM (2.00),2007.0,politifact (1.00),2.0,1.0,2.0,1.25,2.0,1.25,1.5,1.25,1.75,1.0,0.75,38.99,103.4875,1.5,2.75,1.5,0.5479166666666666,0.3333333333333333,0.5
