type,unit_id,current_try,q_0_age_answer,q_0_school_answer,q_0_taxes_answer,q_0_political_views_answer,q_0_consideration_answer,q_0_southern_border_answer,q_0_environment_answer,q_0_time_elapsed,q_1_farmers_question,q_1_farmers_value,q_1_time_elapsed,q_2_marks_question,q_2_marks_value,q_2_time_elapsed,q_3_athletics_question,q_3_athletics_value,q_3_time_elapsed,doc_name,doc_statement,doc_claimant,doc_date,doc_originatedFrom,doc_index,doc_ground_truth_value,doc_ground_truth_label,doc_truthfulness_value,doc_truthfulness_url,doc_accesses,doc_time_elapsed
correct_false_5,unit_95,1,36-50,4 year college/bachelor degree,"50,000 to less than 75,000",Moderate,Democrat,Agree,Agree,32.93,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,16.71,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,18.29,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,19.39,pants-on-fire_doc6,A video says that the Vatican confirmed that Pope Francis and two aides tested positive for coronavirus,Youtube Video,2020-29-02,Youtube Videos,5.0,0.0,pants-on-fire,1.0,https://www.rappler.com/newsbreak/fact-check/253181-vatican-confirms-pope-francis-tested-positive-novel-coronavirus,1.0,447.41
correct_false_5,unit_53,1,19-25,4 year college/bachelor degree,"150,000 or more",Liberal,Democrat,Disagree,Agree,15.51,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,14.71,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,5.01,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,18.42,pants-on-fire_doc1,If your child gets this virus their going to hospital alone in a van with people they dont knowto be with people they dont know you will be at home without them in their time of need,Facebook Post,2020-25-03,Viral Image,3.0,0.0,pants-on-fire,0.0,https://www.thejakartapost.com/life/2020/06/29/bad-habits-picked-up-during-covid-19-can-have-negative-impact-on-health.html,1.0,55.86
correct_false_5,unit_97,4,26-35,4 year college/bachelor degree,"40,000 to less than 50,000",Moderate,Democrat,Agree,Agree,17.16,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,3.28,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,3.79,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,2.44,pants-on-fire_doc6,A video says that the Vatican confirmed that Pope Francis and two aides tested positive for coronavirus,Youtube Video,2020-29-02,Youtube Videos,6.0,0.0,pants-on-fire,5.0,https://support.google.com/youtube/answer/6013276?hl=en,4.0,28.91
correct_false_5,unit_4,1,26-35,Postgrad. or professional degree (etc.),"50,000 to less than 75,000",Moderate,Democrat,No opinion either way,Agree,32.57,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,111.95,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,112.85,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,130.01,pants-on-fire_doc4,COVID literally stands for Chinese Originated Viral Infectious Disease,Facebook Post,2020-25-03,Viral Image,3.0,0.0,pants-on-fire,0.0,https://checkyourfact.com/2020/03/26/fact-check-covid-19-chinese-originated-viral-infectious-disease/,1.0,133.81
correct_false_5,unit_92,1,36-50,4 year college/bachelor degree,"30,000 to less than 40,000",Conservative,Republican,Agree,Agree,21.16,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,17.29,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,6.93,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,114.97,pants-on-fire_doc6,A video says that the Vatican confirmed that Pope Francis and two aides tested positive for coronavirus,Youtube Video,2020-29-02,Youtube Videos,0.0,0.0,pants-on-fire,3.0,https://www.coursehero.com/tutors-problems/Literature/11781463-Below-are-four-statements-about-search-engines-Select-the-statement-t/,1.0,193.65
correct_false_5,unit_52,1,26-35,"Postgrad. or professional schooling, no degree","75,000 to less than 100,000",Liberal,Democrat,Agree,Agree,31.8,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,36.99,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,17.98,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,44.49,pants-on-fire_doc1,If your child gets this virus their going to hospital alone in a van with people they dont knowto be with people they dont know you will be at home without them in their time of need,Facebook Post,2020-25-03,Viral Image,0.0,0.0,pants-on-fire,1.0,http://www.triplel.finnsheep.com/Steve's%20Blog.htm,1.0,627.68
correct_false_5,unit_40,2,50-80,4 year college/bachelor degree,"75,000 to less than 100,000",Conservative,Democrat,Disagree,Agree,86.67,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,112.0,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,39.84,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,170.2,pants-on-fire_doc10,Italy arrested a doctor for intentionally killing over 3000 coronavirus patients,Bloggers,2020-31-03,Blog Post,0.0,0.0,pants-on-fire,1.0,https://www.reuters.com/article/uk-factcheck-coronavirus-italy-doctor-idUSKBN21L2Y9,1.0,
correct_false_5,unit_58,1,50-80,Postgrad. or professional degree (etc.),"100,000 to less than 150,000",Conservative,Republican,Agree,Disagree,28.2,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,14.76,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,45.47,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,32.69,pants-on-fire_doc1,If your child gets this virus their going to hospital alone in a van with people they donï½t knowï½to be with people they donï½t knowï½ you will be at home without them in their time of need,Facebook Post,2020-25-03,Viral Image,6.0,0.0,pants-on-fire,2.0,https://www.mumsnet.com/Talk/coronavirus/3863520-Can-a-parent-go-into-the-hospital-with-their-child-with-COVID-19-symptoms,1.0,220.88
correct_false_5,unit_47,1,50-80,Postgrad. or professional degree (etc.),"100,000 to less than 150,000",Very conservative,Republican,Agree,Agree,60.81,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,20.1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,139.5,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,84.2,pants-on-fire_doc10,Italy arrested a doctorfor intentionally killing over 3000 coronavirus patientsï½,Bloggers,2020-31-03,Blog Post,7.0,0.0,pants-on-fire,4.0,https://theindependentghana.com/2020/04/italy-arrest-doctor-for-intentionally-killing-over-3000-coronavirus-patients/,1.0,106.14
correct_false_5,unit_61,1,26-35,4 year college/bachelor degree,"100,000 to less than 150,000",Conservative,Republican,Agree,Agree,33.25,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,24.4,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,12.14,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,15.85,pants-on-fire_doc3,Says there is no COVID19 virus,Facebook User,2020-19-03,Facebook Post,3.0,0.0,pants-on-fire,3.0,https://www.bloomberg.com/news/articles/2020-07-01/young-americans-are-partying-hard-and-spreading-the-virus-fast,1.0,82.76
correct_false_5,unit_46,1,36-50,4 year college/bachelor degree,"75,000 to less than 100,000",Liberal,Democrat,Disagree,Agree,94.62,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,49.76,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,78.63,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,84.08,pants-on-fire_doc10,Italy arrested a doctor for intentionally killing over 3000 coronavirus patients,Bloggers,2020-31-03,Blog Post,3.0,0.0,pants-on-fire,1.0,https://www.reuters.com/article/uk-factcheck-coronavirus-italy-doctor-idUSKBN21L2Y9,1.0,84.86
correct_false_5,unit_50,1,26-35,4 year college/bachelor degree,"100,000 to less than 150,000",Liberal,Democrat,Agree,Agree,20.45,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,47.73,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,17.41,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,29.69,pants-on-fire_doc1,If your child gets this virus their going to hospital alone in a van with people they dont knowto be with people they dont know you will be at home without them in their time of need,Facebook Post,2020-25-03,Viral Image,0.0,0.0,pants-on-fire,4.0,https://quizlet.com/338306809/bus-311-excel-chapter-6-flash-cards/,1.0,252.08
correct_false_5,unit_0,1,26-35,4 year college/bachelor degree,"10,000 to less than 20,000",Moderate,Independent,Disagree,Agree,20.86,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,12.03,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,31.97,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,18.68,pants-on-fire_doc4,COVID literally stands for Chinese Originated Viral Infectious Disease,Facebook Post,2020-25-03,Viral Image,0.0,0.0,pants-on-fire,0.0,https://www.snopes.com/fact-check/does-covid-stand-for/,1.0,70.98
correct_false_5,unit_94,1,26-35,4 year college/bachelor degree,"40,000 to less than 50,000",Liberal,Republican,Disagree,Agree,40.1,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,58.91,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,41.72,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,92.22,pants-on-fire_doc6,A video says that the Vatican confirmed that Pope Francis and two aides tested positive for coronavirus,Youtube Video,2020-29-02,Youtube Videos,4.0,0.0,pants-on-fire,1.0,https://www.msn.com/en-ph/entertainment/celebrity/fact-check-no-the-vatican-did-not-confirm-that-pope-francis-has-coronavirus/ar-BB10EUDs,3.0,308.5
correct_false_5,unit_65,1,26-35,Postgrad. or professional degree (etc.),"50,000 to less than 75,000",Very conservative,Republican,Agree,Agree,138.9,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,52.48,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,4.12,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,4.67,pants-on-fire_doc3,Says there is no COVID19 virus,Facebook User,2020-19-03,Facebook Post,0.0,0.0,pants-on-fire,0.0,https://www.npr.org/sections/coronavirus-live-updates/2020/04/25/844939777/no-evidence-that-recovered-covid-19-patients-are-immune-who-says,1.0,224.11
correct_false_5,unit_90,1,26-35,4 year college/bachelor degree,"100,000 to less than 150,000",Conservative,Republican,Agree,Agree,22.21,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,22.87,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,10.79,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,26.08,pants-on-fire_doc6,A video says that the Vatican confirmed that Pope Francis and two aides tested positive for coronavirus,Youtube Video,2020-29-02,Youtube Videos,5.0,0.0,pants-on-fire,1.0,https://www.msn.com/en-ph/news/world/fact-check-no-the-vatican-did-not-confirm-that-pope-francis-has-coronavirus/ar-BB10EUDs,1.0,70.65
correct_false_5,unit_59,1,36-50,4 year college/bachelor degree,"50,000 to less than 75,000",Liberal,Independent,Disagree,Disagree,12.29,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,11.7,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,3.74,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,53.42,pants-on-fire_doc1,If your child gets this virus their going to hospital alone in a van with people they dont knowto be with people they dont know you will be at home without them in their time of need,Facebook Post,2020-25-03,Viral Image,3.0,0.0,pants-on-fire,1.0,https://singingthroughtherain.net/2016/02/your-child-is-in-the-hospital.html,1.0,69.9
correct_false_5,unit_68,1,36-50,Postgrad. or professional degree (etc.),"75,000 to less than 100,000",Liberal,Democrat,Disagree,Agree,20.22,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,10.9,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,17.2,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,13.06,pants-on-fire_doc3,Says there is no COVID19 virus,Facebook User,2020-19-03,Facebook Post,6.0,0.0,pants-on-fire,0.0,https://nypost.com/2020/03/24/goop-approved-shrink-says-theres-no-such-thing-as-coronavirus/,1.0,168.73
correct_false_5,unit_96,1,36-50,Some college (etc.),"30,000 to less than 40,000",Moderate,Democrat,Disagree,Disagree,37.4,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,33.7,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,14.74,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,37.39,pants-on-fire_doc6,A video says that the Vatican confirmed that Pope Francis and two aides tested positive for coronavirus,Youtube Video,2020-29-02,Youtube Videos,1.0,0.0,pants-on-fire,0.0,https://www.rappler.com/newsbreak/fact-check/253181-vatican-confirms-pope-francis-tested-positive-novel-coronavirus,1.0,95.21
correct_false_5,unit_54,1,26-35,Postgrad. or professional degree (etc.),"50,000 to less than 75,000",Liberal,Democrat,Disagree,Agree,21.78,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,16.46,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,8.55,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,22.84,pants-on-fire_doc1,If your child gets this virus their going to hospital alone in a van with people they dont knowto be with people they dont know you will be at home without them in their time of need,Facebook Post,2020-25-03,Viral Image,0.0,0.0,pants-on-fire,1.0,https://www.factcheck.org/2020/03/meme-misleads-on-hospital-visits-to-children-with-covid-19/,1.0,235.79
correct_false_5,unit_6,1,26-35,4 year college/bachelor degree,"50,000 to less than 75,000",Conservative,Republican,Agree,Disagree,14.49,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,10.28,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,3.58,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,8.93,pants-on-fire_doc4,COVID literally stands for Chinese Originated Viral Infectious Disease,Facebook Post,2020-25-03,Viral Image,0.0,0.0,pants-on-fire,0.0,https://www.cdc.gov/coronavirus/2019-ncov/index.html,1.0,90.45
correct_false_5,unit_48,1,36-50,4 year college/bachelor degree,"75,000 to less than 100,000",Moderate,Democrat,Agree,Agree,26.7,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,243.74,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,24.57,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,47.7,pants-on-fire_doc10,Italy arrested a doctor for intentionally killing over 3000 coronavirus patients,Bloggers,2020-31-03,Blog Post,0.0,0.0,pants-on-fire,4.0,https://www.reuters.com/article/uk-factcheck-coronavirus-italy-doctor-idUSKBN21L2Y9,1.0,472.63
correct_false_5,unit_98,1,50-80,4 year college/bachelor degree,"30,000 to less than 40,000",Conservative,Independent,Agree,Disagree,19.4,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,14.38,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,21.3,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,32.38,pants-on-fire_doc6,A video says that the Vatican confirmed that Pope Francis and two aides tested positive for coronavirus,Youtube Video,2020-29-02,Youtube Videos,3.0,0.0,pants-on-fire,1.0,https://www.dailymail.co.uk/news/article-8154999/Vatican-worker-lives-residence-Pope-Francis-tests-positive-coronavirus.html,1.0,126.97
correct_false_5,unit_93,1,36-50,"Postgrad. or professional schooling, no degree","40,000 to less than 50,000",Very conservative,Republican,Agree,Agree,20.63,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,7.28,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,4.99,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,9.09,pants-on-fire_doc6,A video says that the Vatican confirmed that Pope Francis and two aides tested positive for coronavirus,Youtube Video,2020-29-02,Youtube Videos,6.0,0.0,pants-on-fire,1.0,http://www.google.com/,2.0,473.2
correct_false_5,unit_43,1,26-35,4 year college/bachelor degree,"30,000 to less than 40,000",Liberal,Democrat,Agree,Agree,64.32,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,17.51,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,15.34,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,113.39,pants-on-fire_doc10,Italy arrested a doctor for intentionally killing over 3000 coronavirus patients,Bloggers,2020-31-03,Blog Post,7.0,0.0,pants-on-fire,3.0,https://metro.co.uk/2020/03/24/italian-doctors-stark-coronavirus-warning-forced-choose-lives-12449509/,1.0,80.33
correct_false_5,unit_69,3,19-25,Some college (etc.),"50,000 to less than 75,000",Liberal,Independent,Disagree,Agree,16.33,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,12.4,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,6.45,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,18.73,pants-on-fire_doc3,Says there is no COVID19 virus,Facebook User,2020-19-03,Facebook Post,6.0,0.0,pants-on-fire,0.0,https://www.cdc.gov/coronavirus/2019-ncov/index.html,4.0,160.74
correct_false_5,unit_5,1,19-25,High school graduate or GED (etc.),"10,000 to less than 20,000",Liberal,Independent,Disagree,Agree,23.6,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,35.16,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,16.21,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,28.18,pants-on-fire_doc4,COVID literally stands for Chinese Originated Viral Infectious Disease,Facebook Post,2020-25-03,Viral Image,7.0,0.0,pants-on-fire,5.0,https://checkyourfact.com/2020/03/26/fact-check-covid-19-chinese-originated-viral-infectious-disease/,1.0,39.21
correct_false_5,unit_45,1,26-35,Postgrad. or professional degree (etc.),"20,000 to less than 30,000",Liberal,Something else,Disagree,Agree,28.44,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,22.72,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,31.63,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,24.99,pants-on-fire_doc10,Italy arrested a doctorfor intentionally killing over 3000 coronavirus patientsï½,Bloggers,2020-31-03,Blog Post,0.0,0.0,pants-on-fire,0.0,https://www.reuters.com/article/uk-factcheck-coronavirus-italy-doctor-idUSKBN21L2Y9,1.0,158.4
