worker_id,unit_id,tries_amount,questionnaire_amount,dimensions_amount,document_amount,worker_paid,current_try,q_0_age_question,q_0_age_answer,q_0_age_value,q_0_school_question,q_0_school_answer,q_0_school_value,q_0_taxes_question,q_0_taxes_answer,q_0_taxes_value,q_0_political_views_question,q_0_political_views_answer,q_0_political_views_value,q_0_consideration_question,q_0_consideration_answer,q_0_consideration_value,q_0_southern_border_question,q_0_southern_border_answer,q_0_southern_border_value,q_0_environment_question,q_0_environment_answer,q_0_environment_value,q_0_time_elapsed,q_0_accesses,q_1_farmers_question,q_1_farmers_answer,q_1_farmers_value,q_1_time_elapsed,q_1_accesses,q_2_marks_question,q_2_marks_answer,q_2_marks_value,q_2_time_elapsed,q_2_accesses,q_3_athletics_question,q_3_athletics_answer,q_3_athletics_value,q_3_time_elapsed,q_3_accesses,doc_index,doc_name,doc_statement,doc_claimant,doc_date,doc_originatedFrom,doc_ground_truth_value,doc_ground_truth_label,doc_truthfulness_value,doc_truthfulness_label,doc_truthfulness_justification,doc_truthfulness_url,doc_accesses,doc_time_elapsed
A1QEFT7XTXGPP7,unit_1,10,4,1,8,TRUE,1,What is your age range?,19-25,1,What is the highest level of school you have completed or the highest degree you have received?,Four year college degree/bachelorâs degree,3,"Last year what was your total family income from all sources, before taxes?","100,000 to less than 150,000",7,"In general, would you describe your political views as",Liberal,3,"In politics today, do you consider yourself a",Democrat,1,Should the U.S. build a wall along the southern border?,Agree,0,Should the government increase environmental regulations to prevent climate change?,Agree,0,21.6,1,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",,3,6.23,1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,,5,4.03,1,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",,4,7.84,1,2,pants-on-fire_doc4,COVID literally stands for Chinese Originated Viral Infectious Disease,Facebook Post,2020-25-03,Viral Image,0,pants-on-fire,4,mostly-true,The notion that the name COVID-19 stands for âChinese Originated Viral Infectious Diseaseâ and reflects that it is caused by the â19th virus to come out of China,https://www.snopes.com/,1,73.96
A1QEFT7XTXGPP7,unit_1,10,4,1,8,TRUE,1,What is your age range?,19-25,1,What is the highest level of school you have completed or the highest degree you have received?,Four year college degree/bachelorâs degree,3,"Last year what was your total family income from all sources, before taxes?","100,000 to less than 150,000",7,"In general, would you describe your political views as",Liberal,3,"In politics today, do you consider yourself a",Democrat,1,Should the U.S. build a wall along the southern border?,Agree,0,Should the government increase environmental regulations to prevent climate change?,Agree,0,21.6,1,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",,3,6.23,1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,,5,4.03,1,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",,4,7.84,1,3,mostly-true_doc2,Says truck drivers are being turned away from fastfood restaurants during the COVID19 pandemic,Facebook Post,2020-20-03,Facebook Posts,4,mostly-true,4,mostly-true,"Fast food has become more prevalent than ever during the COVID-19 pandemic. According to MX, a financial data company, fast food transactions have increased by more than 60% from their pre-pandemic levels. Kentucky is one of 43 states",https://www.wave3.com/,1,163.08
A1QEFT7XTXGPP7,unit_1,10,4,1,8,TRUE,1,What is your age range?,19-25,1,What is the highest level of school you have completed or the highest degree you have received?,Four year college degree/bachelorâs degree,3,"Last year what was your total family income from all sources, before taxes?","100,000 to less than 150,000",7,"In general, would you describe your political views as",Liberal,3,"In politics today, do you consider yourself a",Democrat,1,Should the U.S. build a wall along the southern border?,Agree,0,Should the government increase environmental regulations to prevent climate change?,Agree,0,21.6,1,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",,3,6.23,1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,,5,4.03,1,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",,4,7.84,1,4,half-true_doc2,North Carolinahospital beds are typically 85 full across the stateâ,Jeff Jackson,2020-19-03,Tweet,3,half-true,4,mostly-true,"Our hospital beds are typically 85% full across the state. If we don't significantly reduce that number within the next week, that's a major problem,â Jackson tweeted.",https://www.wral.com/,1,85.75
A1QEFT7XTXGPP7,unit_1,10,4,1,8,TRUE,1,What is your age range?,19-25,1,What is the highest level of school you have completed or the highest degree you have received?,Four year college degree/bachelorâs degree,3,"Last year what was your total family income from all sources, before taxes?","100,000 to less than 150,000",7,"In general, would you describe your political views as",Liberal,3,"In politics today, do you consider yourself a",Democrat,1,Should the U.S. build a wall along the southern border?,Agree,0,Should the government increase environmental regulations to prevent climate change?,Agree,0,21.6,1,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",,3,6.23,1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,,5,4.03,1,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",,4,7.84,1,5,HIGH,Yes We can,Barack Obama,1/8/2008,Facebook Post,5,TRUE,5,TRUE,Yes we can. It was the call of workers who organized; women who reached for the ballots; a President who chose the moon as our new frontier; and a King who took us to the mountaintop and pointed .,https://www.youtube.com/,1,184.1
A1QEFT7XTXGPP7,unit_1,10,4,1,8,TRUE,1,What is your age range?,19-25,1,What is the highest level of school you have completed or the highest degree you have received?,Four year college degree/bachelorâs degree,3,"Last year what was your total family income from all sources, before taxes?","100,000 to less than 150,000",7,"In general, would you describe your political views as",Liberal,3,"In politics today, do you consider yourself a",Democrat,1,Should the U.S. build a wall along the southern border?,Agree,0,Should the government increase environmental regulations to prevent climate change?,Agree,0,21.6,1,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",,3,6.23,1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,,5,4.03,1,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",,4,7.84,1,6,true_doc1,On February 7 the WHO warned about the limited stock of PPE That same day the Trump administration announced it was sending 18 tons of masks gowns and respirators to China,Facebook Post,2/4/2020,Facebook Posts,5,TRUE,4,mostly-true,"Yet the same day as the WHO warning, the Trump administration announced that it was transporting to China nearly 17.8 tons (more than 35,000 pounds) of âmasks, gowns, gauze, respirators.",https://www.snopes.com/fact-check/us-tons-ppe-china/,1,78.8
A1QEFT7XTXGPP7,unit_1,10,4,1,8,TRUE,1,What is your age range?,19-25,1,What is the highest level of school you have completed or the highest degree you have received?,Four year college degree/bachelorâs degree,3,"Last year what was your total family income from all sources, before taxes?","100,000 to less than 150,000",7,"In general, would you describe your political views as",Liberal,3,"In politics today, do you consider yourself a",Democrat,1,Should the U.S. build a wall along the southern border?,Agree,0,Should the government increase environmental regulations to prevent climate change?,Agree,0,21.6,1,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",,3,6.23,1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,,5,4.03,1,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",,4,7.84,1,7,LOW,Injecting Bleach Could Be a Cure for COVID19,Donald Trump,4/23/2020,Press Conference,0,pants-on-fire,3,half-true,"Trump Did Actually Suggest That Injecting Bleach Could Be a Cure for COVID-19 Oh for fuckâs sake, Sullum. Look up the term âStrawman Argumentâ you fucking ass.",https://reason.com/2020/04/17/it-took-less-than-24-hours-for-trump-to-undermine-his-new-plan-for-reopening-state-economies/,1,51.42
A1DAMLBQ646F3K,unit_2,10,4,1,8,TRUE,1,What is your age range?,36-50,3,What is the highest level of school you have completed or the highest degree you have received?,"Some postgraduate or professional schooling, no postgraduate degree",4,"Last year what was your total family income from all sources, before taxes?","40,000 to less than 50,000",4,"In general, would you describe your political views as",Moderate,2,"In politics today, do you consider yourself a",Democrat,1,Should the U.S. build a wall along the southern border?,Agree,0,Should the government increase environmental regulations to prevent climate change?,Agree,0,49.53,1,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",,3,7.18,1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,,5,3.88,1,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",,20,3.52,1,0,pants-on-fire_doc4,COVID literally stands for Chinese Originated Viral Infectious Disease,Facebook Post,2020-25-03,Viral Image,0,pants-on-fire,4,mostly-true,Use the search engine below to retrieve some evidence about the truthfulness of the statement and select one of the retrieved URLs to justify the truthfulness value.,http://www.google.com/,1,89.88
A1DAMLBQ646F3K,unit_2,10,4,1,8,TRUE,1,What is your age range?,36-50,3,What is the highest level of school you have completed or the highest degree you have received?,"Some postgraduate or professional schooling, no postgraduate degree",4,"Last year what was your total family income from all sources, before taxes?","40,000 to less than 50,000",4,"In general, would you describe your political views as",Moderate,2,"In politics today, do you consider yourself a",Democrat,1,Should the U.S. build a wall along the southern border?,Agree,0,Should the government increase environmental regulations to prevent climate change?,Agree,0,49.53,1,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",,3,7.18,1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,,5,3.88,1,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",,20,3.52,1,1,mostly-true_doc2,Says truck drivers are being turned away from fastfood restaurants during the COVID19 pandemic,Facebook Post,2020-20-03,Facebook Posts,4,mostly-true,4,mostly-true,"Posts on Facebook Pages or public groups: Facebook Pages and public groups are public spaces. Anyone who can see the Page or group can see your post or comment. Generally, when you post or comment on a Page or to a public group, a story can be published in News Feed as well as other places on or off Facebook.",https://www.facebook.com/help/333140160100643/,1,50.55
A1DAMLBQ646F3K,unit_2,10,4,1,8,TRUE,1,What is your age range?,36-50,3,What is the highest level of school you have completed or the highest degree you have received?,"Some postgraduate or professional schooling, no postgraduate degree",4,"Last year what was your total family income from all sources, before taxes?","40,000 to less than 50,000",4,"In general, would you describe your political views as",Moderate,2,"In politics today, do you consider yourself a",Democrat,1,Should the U.S. build a wall along the southern border?,Agree,0,Should the government increase environmental regulations to prevent climate change?,Agree,0,49.53,1,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",,3,7.18,1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,,5,3.88,1,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",,20,3.52,1,2,LOW,Injecting Bleach Could Be a Cure for COVID19,Donald Trump,4/23/2020,Press Conference,0,pants-on-fire,3,half-true,"How to search the Web. There are many different search engines you can use, but some of the most popular include Google, Yahoo!, and Bing.To perform a search, you'll need to navigate to a search engine in your web browser, type one or more keywordsâalso known as search termsâthen press Enter on your keyboard. In this example, we'll search for recipes.",https://edu.gcfglobal.org/en/internetbasics/using-search-engines/1/,1,28.36
A1DAMLBQ646F3K,unit_2,10,4,1,8,TRUE,1,What is your age range?,36-50,3,What is the highest level of school you have completed or the highest degree you have received?,"Some postgraduate or professional schooling, no postgraduate degree",4,"Last year what was your total family income from all sources, before taxes?","40,000 to less than 50,000",4,"In general, would you describe your political views as",Moderate,2,"In politics today, do you consider yourself a",Democrat,1,Should the U.S. build a wall along the southern border?,Agree,0,Should the government increase environmental regulations to prevent climate change?,Agree,0,49.53,1,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",,3,7.18,1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,,5,3.88,1,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",,20,3.52,1,3,true_doc1,On February 7 the WHO warned about the limited stock of PPE That same day the Trump administration announced it was sending 18 tons of masks gowns and respirators to China,Facebook Post,2/4/2020,Facebook Posts,5,TRUE,4,mostly-true,"The chair of the House Energy and Commerce Committee â which oversees the FCC â Frank Pallone (D-NJ) issued a statement: âFollowing our longstanding calls to take action, the FCC finally informed the Committee today that one or more wireless carriers apparently violated federal privacy protections by turning a blind eye to the widespread ...",https://www.theregister.com/2020/02/04/fcc_location_data/,1,20.68
A1DAMLBQ646F3K,unit_2,10,4,1,8,TRUE,1,What is your age range?,36-50,3,What is the highest level of school you have completed or the highest degree you have received?,"Some postgraduate or professional schooling, no postgraduate degree",4,"Last year what was your total family income from all sources, before taxes?","40,000 to less than 50,000",4,"In general, would you describe your political views as",Moderate,2,"In politics today, do you consider yourself a",Democrat,1,Should the U.S. build a wall along the southern border?,Agree,0,Should the government increase environmental regulations to prevent climate change?,Agree,0,49.53,1,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",,3,7.18,1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,,5,3.88,1,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",,20,3.52,1,4,HIGH,Yes We can,Barack Obama,1/8/2008,Facebook Post,5,TRUE,4,mostly-true,"Multiple IF statements require a great deal of thought to build correctly and make sure that their logic can calculate correctly through each condition all the way to the end. If you donât nest your formula 100% accurately, then it might work 75% of the time, but return unexpected results 25% of the time.",https://support.microsoft.com/en-us/office/if-function-%E2%80%93-nested-formulas-and-avoiding-pitfalls-0b22ff44-f149-44ba-aeb5-4ef99da241c8,1,21.29
A1DAMLBQ646F3K,unit_2,10,4,1,8,TRUE,1,What is your age range?,36-50,3,What is the highest level of school you have completed or the highest degree you have received?,"Some postgraduate or professional schooling, no postgraduate degree",4,"Last year what was your total family income from all sources, before taxes?","40,000 to less than 50,000",4,"In general, would you describe your political views as",Moderate,2,"In politics today, do you consider yourself a",Democrat,1,Should the U.S. build a wall along the southern border?,Agree,0,Should the government increase environmental regulations to prevent climate change?,Agree,0,49.53,1,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",,3,7.18,1,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,,5,3.88,1,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",,20,3.52,1,5,mostly-false_doc8,Bill Gates and other globalists in collaboration with pharmaceutical companies are reportedly working to push tracking bracelets andinvisible tattoosâ to monitor Americans during an impending lockdown,Instagram Post,2020-18-03,Instagram Posts,2,mostly-false,4,mostly-true,"Fauci has been repeating the Bill Gates lie that the only way out of this is to wait for a vaccine. That way, he gets to make Gates and the globalists our saviors. They will make our president look like a bumbling buffoon, who created a mess that only the globalists, riding in on their white horses, can fix. In the end, only Jesus Christ can ...",https://leohohmann.com/2020/04/15/globalists-using-covid-19-to-usher-in-un-agenda-2030-brave-new-world-ten-years-ahead-of-schedule/,1,29.81
